noncode,lncrna_id,lncrna_source,lncrna_name,lambda.z,r.squared,adj.r.squared,lambda.z.time.first,lambda.z.n.points,clast.pred,half.life,span.ratio,tmax,tlast
NONHSAT151337.1,NONHSAT151337.1,PMID24108091,m121218_020727_00126_c100418802550000001523036412191222_s1_p0/9825/ccs.path1,0.088308754,0.894526652,0.789053304,6,3,0.102093308,7.849133287,2.293246826,6,24
NONHSAT151937.1,NONHSAT151937.1,PMID24108091,m121218_180114_00126_c100449542550000001523046302151301_s1_p0/27868/ccs.path1,0.15956689,0.911652393,0.823304787,6,3,0.305025833,4.343928616,4.143714502,6,24
NONHSAT152189.1,NONHSAT152189.1,lncipedia,lnc-ADAM30-1-1_dup1,0.097310538,0.99636223,0.994543345,0,4,0.023133107,7.123043323,3.369346347,0,24
NONHSAT152398.1,ENST00000606343,lncipedia,"lnc-NES-3-1_dup1,lnc-NES-3-1",0.126306897,0.987264391,0.974528782,6,3,0.083545276,5.487801503,3.280002017,0,24
NONHSAT152730.1,ENST00000367355,lncipedia,lnc-C1orf98-1-3_dup1,0.058538738,0.937757679,0.875515358,6,3,0.105176518,11.84082893,1.520163842,6,24
NONHSAT153012.1,ENST00000617276,gencode,-,0.05670978,0.990553906,0.981107813,6,3,0.166115945,12.22270977,1.472668527,0,24
NONHSAT153200.1,NONHSAT153200.1,lncipedia,lnc-HEATR1-3-1,0.081026905,0.964604368,0.929208736,6,3,0.043605855,8.554531078,2.104148063,6,24
NONHSAT154920.1,NONHSAT154920.1,lncipedia,lnc-AKR1E2-13-1,0.081026905,0.964604368,0.929208736,6,3,0.160724697,8.554531086,2.104148061,6,24
NONHSAT155016.1,NONHSAT155016.1,PMID24108091,m130128_100622_00126_c100457742550000001523064703201385_s1_p0/65342/ccs.path1,0.044218073,0.86035969,0.790539536,0,4,0.048181574,15.67565342,1.531036656,0,24
NONHSAT155255.1,NONHSAT155255.1,PMID25116943,LCAT_00036782,0.075044299,0.873301667,0.8099525,0,4,0.006966728,9.236506866,2.598384903,0,24
NONHSAT155576.1,ENST00000620859,ensembl,-,0.060544131,0.987265985,0.974531969,6,3,0.521824806,11.4486271,1.57224092,6,24
NONHSAT155623.1,ENST00000624563,gencode,-,0.029520384,0.983083026,0.966166052,6,3,0.403799473,23.48028978,0.76660042,6,24
NONHSAT155735.1,NONHSAT155735.1,lncrnadb,lncrna-mvih_hg_1,0.06626616,0.998307265,0.99661453,6,3,0.195852425,10.46004752,1.720833482,0,24
NONHSAT155752.1,NONHSAT155752.1,PMID24108091,m121212_154612_00126_c100418772550000001523036412191283_s2_p0/50559/ccs.path1,0.044131929,0.999272305,0.998544611,6,3,0.667197126,15.70625169,1.146040466,0,24
NONHSAT155827.1,ENST00000416679,PMID24463510,-,0.032573489,0.992507017,0.985014034,6,3,0.140349582,21.27948816,0.845885007,0,24
NONHSAT155830.1,NONHSAT155830.1,lncipedia,lnc-PAPSS2-9-1,0.051876959,0.875818123,0.751636246,6,3,0.275404015,13.36136887,1.347167358,6,24
NONHSAT156863.1,ENST00000609742,lncipedia,"lnc-ITGB1-1-1_dup1,lnc-ITGB1-1-1",0.016355326,0.948500667,0.897001335,6,3,6.06158989,42.38051835,0.424723451,6,24
NONHSAT156980.1,ENST00000431840,gencode,-,0.175671525,0.9756066,0.9512132,0,3,0.044611233,3.945700256,3.041285253,0,12
NONHSAT156984.1,ENST00000610809,ensembl,-,0.027669949,0.985674951,0.971349903,6,3,11.59534924,25.05054025,0.718547377,0,24
NONHSAT157290.1,ENST00000609111,lncipedia,lnc-GLUD1-3-4_dup1,0.155374023,0.938424455,0.876848909,0,3,0.217726295,4.461152298,2.689887993,0,12
NONHSAT159839.1,NONHSAT159839.1,PMID24035497,intronic504,0.029066132,0.979442257,0.958884514,0,3,0.324722619,23.84724537,1.006405546,0,24
NONHSAT161738.1,ENST00000619883,gencode,-,0.063150294,0.999999824,0.999999648,0,3,0.155069018,10.97615136,2.186558768,0,24
NONHSAT161810.1,ENST00000611627,gencode,-,0.084127198,0.91836114,0.836722279,0,3,0.032601724,8.239275761,1.456438691,0,12
NONHSAT161835.1,NONHSAT161835.1,PMID24108091,m121218_042125_00126_c100418802550000001523036412191223_s1_p0/8270/ccs.path1,0.014247876,0.960789617,0.941184425,0,4,0.402974704,48.64916039,0.493328144,0,24
NONHSAT162034.1,ENST00000622688,ensembl,-,0.067555667,0.981389213,0.962778427,6,3,0.26912596,10.26038545,1.754320058,6,24
NONHSAT162127.1,NONHSAT162127.1,PMID25116943,LCAT_00053756,0.032573489,0.992507017,0.985014033,6,3,0.073334494,21.27948835,0.845885,6,24
NONHSAT162143.1,ENST00000614562,ensembl,-,0.050338438,0.987883088,0.975766176,0,3,0.111085033,13.76973955,0.871476178,0,12
NONHSAT162336.1,ENST00000545709,PMID24463510,-,0.128797881,0.976385931,0.952771862,6,3,0.019086932,5.381666013,3.344689165,6,24
NONHSAT163235.1,NONHSAT163235.1,lncipedia,lnc-TNFRSF1A-3-1_dup1,0.075206268,0.996446858,0.992893716,6,3,0.795227864,9.216614459,1.952994788,6,24
NONHSAT163509.1,ENST00000614749,ensembl,-,0.024223191,0.999129417,0.998258834,6,3,1.373919887,28.6150231,0.629040205,6,24
NONHSAT163877.1,NONHSAT163877.1,PMID24035497,intronic110,0.120596584,0.996504335,0.994756503,0,4,0.369877674,5.747651843,4.175618262,0,24
NONHSAT163911.1,ENST00000623268,gencode,-,0.02188253,0.999606406,0.999212811,6,3,0.887707477,31.67582505,0.568256706,6,24
NONHSAT164103.1,ENST00000615562,gencode,-,0.089278658,0.914170337,0.828340673,6,3,0.218411298,7.763862045,2.318433776,0,24
NONHSAT164129.1,NONHSAT164129.1,PMID24108091,m121213_010634_00126_c100418772550000001523036412191287_s2_p0/25687/ccs.path1,0.068964445,0.947134048,0.894268095,0,3,0.142662307,10.05079042,1.193935949,0,12
NONHSAT165291.1,NONHSAT165291.1,PMID25116943,LCAT_00066430,0.035832346,0.987702035,0.975404069,6,3,0.06096037,19.34417517,0.930512666,6,24
NONHSAT165305.1,NONHSAT165305.1,PMID24108091,m121219_004319_00126_c100449542550000001523046302151303_s1_p0/31982/ccs.path1,0.035410973,0.898019551,0.796039102,6,3,1.291324452,19.57436154,0.919570223,6,24
NONHSAT165741.1,NONHSAT165741.1,PMID24108091,m130128_052502_00126_c100457742550000001523064703201383_s1_p0/59594/ccs.path1,0.051881351,0.875646063,0.751292126,6,3,0.026790859,13.36023767,1.347281421,6,24
NONHSAT166198.1,NONHSAT166198.1,PMID24108091,m121212_202452_00126_c100418772550000001523036412191285_s2_p0/63667/ccs.path1,0.076479718,0.901510621,0.803021243,6,3,0.044622497,9.063150267,1.986064389,6,24
NONHSAT166423.1,NONHSAT166423.1,PMID24035497,intronic112,0.070399046,0.992011715,0.98402343,6,3,0.215556191,9.845974113,1.828158371,6,24
NONHSAT166781.1,NONHSAT166781.1,PMID24108091,m121219_004319_00126_c100449542550000001523046302151303_s1_p0/36274/ccs.path1,0.032573489,0.992507015,0.985014031,6,3,0.079045645,21.27948811,0.845885009,0,24
NONHSAT168645.1,NONHSAT168645.1,PMID24108091,m121219_094927_00126_c100449542550000001523046302151307_s2_p0/79727/ccs.path1,0.089627601,0.971470049,0.942940098,6,3,0.515810602,7.733635312,2.327495321,6,24
NONHSAT168677.1,NONHSAT168677.1,lncipedia,lnc-TSHR-8-4,0.094970557,0.997961578,0.995923156,6,3,0.000881519,7.298548151,2.46624392,6,24
NONHSAT168951.1,NONHSAT168951.1,PMID24463510,LocusForward_63144,0.050338438,0.987883087,0.975766175,0,3,0.079168146,13.76973948,0.871476183,0,12
NONHSAT168998.1,NONHSAT168998.1,PMID24108091,m121218_222657_00126_c100449542550000001523046302151302_s1_p0/62486/ccs.path1,0.209873809,0.936037545,0.87207509,6,3,0.397750919,3.30268548,5.450110254,6,24
NONHSAT170697.1,NONHSAT170697.1,PMID25116943,LCAT_00081951,0.126712455,0.866859648,0.733719296,0,3,0.055655811,5.47023717,2.193689163,0,12
NONHSAT170732.1,NONHSAT170732.1,PMID24108091,m130127_125837_00126_c100456792550000001523064703201345_s2_p0/23083/ccs.path1,0.032565803,0.99260807,0.985216141,6,3,0.121595978,21.28451071,0.845685402,6,24
NONHSAT170933.1,NONHSAT170933.1,lncipedia,lnc-C15orf61-3-1_dup1,0.056709779,0.990553908,0.981107816,6,3,0.033990722,12.22270997,1.472668503,6,24
NONHSAT171125.1,NONHSAT171125.1,PMID24108091,m130127_033614_00126_c100456792550000001523064703201341_s1_p0/40460/ccs.path1,0.072989451,0.800969126,0.701453689,0,4,0.085337854,9.496539114,2.527236471,0,24
NONHSAT171167.1,NONHSAT171167.1,PMID25116943,LCAT_00084584,0.039837273,0.897902726,0.795805453,0,3,0.030051375,17.39946374,1.379352856,0,24
NONHSAT171171.1,NONHSAT171171.1,PMID24108091,m121218_042125_00126_c100418802550000001523036412191223_s1_p0/58238/ccs.path1,0.029066131,0.979442257,0.958884515,0,3,0.047337533,23.84724579,1.006405528,0,24
NONHSAT171582.1,NONHSAT171582.1,lncipedia,lnc-USP50-5-1_dup1,0.078221523,0.859910941,0.789866411,0,4,0.026770028,8.861335747,2.70839529,0,24
NONHSAT171801.1,ENST00000624777,gencode,-,0.130968963,0.995557458,0.991114916,6,3,0.045319135,5.292453779,3.401068909,6,24
NONHSAT172766.1,ENST00000564271,gencode,-,0.112445778,0.963245957,0.926491915,6,3,0.079157954,6.164279315,2.920049381,6,24
NONHSAT172769.1,NONHSAT172769.1,refseq,NR_024456_dup2,0.063122196,0.997192346,0.994384691,6,3,0.823694842,10.98103709,1.639189436,6,24
NONHSAT172954.1,NONHSAT172954.1,lncipedia,lnc-PHKB-5-1_dup1,0.105303403,0.983881662,0.967763324,6,3,0.037540459,6.582381583,2.734572551,6,24
NONHSAT173121.1,ENST00000622896,ensembl,-,0.051881352,0.875646066,0.751292132,6,3,0.075707958,13.36023749,1.347281439,6,24
NONHSAT173351.1,ENST00000624318,gencode,-,0.041970924,0.924130513,0.848261027,6,3,0.105559023,16.51493717,1.089922403,6,24
NONHSAT173583.1,NONHSAT173583.1,PMID24108091,m121219_073256_00126_c100449542550000001523046302151306_s2_p0/74460/ccs.path1,0.032573489,0.992507017,0.985014035,6,3,0.091668117,21.27948814,0.845885008,0,24
NONHSAT173786.1,NONHSAT173786.1,PMID25116943,LCAT_00097734,0.026395643,0.910338774,0.820677549,0,3,0.069201749,26.25990912,0.456970355,0,12
NONHSAT173928.1,NONHSAT173928.1,PMID24108091,m121218_154352_00126_c100449542550000001523046302151300_s2_p0/15079/ccs.path1,0.080988174,0.826160998,0.739241497,0,4,0.106374338,8.558622148,2.804189691,0,24
NONHSAT174930.1,ENST00000612568,ensembl,-,0.049049878,0.989894292,0.979788585,6,3,2.189591772,14.13147604,1.273752293,6,24
NONHSAT174964.1,NONHSAT174964.1,PMID24035497,intronic577,0.035220957,0.911330175,0.82266035,6,3,0.522903454,19.67996422,0.914635809,6,24
NONHSAT175078.1,ENST00000614165,ensembl,-,0.058954707,0.999450101,0.998900203,6,3,0.649321668,11.75728315,1.530965936,6,24
NONHSAT175316.1,NONHSAT175316.1,lncipedia,lnc-CALCOCO2-12-1_dup1,0.051593993,0.888715485,0.833073227,0,4,0.093900401,13.43464894,1.786425541,0,24
NONHSAT175408.1,ENST00000623762,gencode,-,0.084452424,0.999272841,0.998545681,6,3,0.033977505,8.207546322,2.193103675,6,24
NONHSAT175927.1,ENST00000607496,lncipedia,"lnc-DHRS7C-1-1_dup1,lnc-DHRS7C-1-1",0.021929565,0.983015009,0.966030019,6,3,0.631847512,31.60788612,0.569478134,6,24
NONHSAT176016.1,ENST00000399083,ensembl,-,0.038476571,0.816478695,0.724718043,0,4,0.204509262,18.01478579,1.332238989,0,24
NONHSAT176157.1,NONHSAT176157.1,PMID24108091,m121218_085412_00126_c100418802550000001523036412191225_s1_p0/80477/ccs.path1,0.02570817,0.99999474,0.999989479,6,3,0.58257453,26.96213646,0.667602882,6,24
NONHSAT176301.1,NONHSAT176301.1,PMID24463510,LocusReverse_42278,0.042385521,0.989159458,0.978318915,6,3,0.593233955,16.35339535,1.100688855,6,24
NONHSAT176340.1,ENST00000624336,gencode,-,0.02018191,0.968499043,0.952748565,0,4,0.348303713,34.34497443,0.698792193,0,24
NONHSAT176352.1,NONHSAT176352.1,PMID24108091,m121218_222657_00126_c100449542550000001523046302151302_s1_p0/39322/ccs.path1,0.05670978,0.990553906,0.981107812,6,3,0.087175719,12.22270971,1.472668535,6,24
NONHSAT176353.1,ENST00000624148,gencode,-,0.042909115,0.98987736,0.979754719,6,3,0.446871509,16.15384478,1.114285809,6,24
NONHSAT176411.1,NONHSAT176411.1,PMID24108091,m121219_030035_00126_c100449542550000001523046302151304_s1_p0/66192/ccs.path1,0.038223793,0.992048059,0.984096118,6,3,0.57708444,18.13391956,0.992614969,0,24
NONHSAT176427.1,ENST00000624147,gencode,-,0.056863622,0.998501056,0.997002112,6,3,0.858346423,12.18964167,1.476663588,0,24
NONHSAT177410.1,ENST00000609701,lncipedia,"lnc-TWSG1-2-1_dup1,lnc-TWSG1-2-1",0.082452899,0.99961301,0.999226019,0,3,0.07091031,8.406583463,2.854905338,0,24
NONHSAT178301.1,ENST00000620414,ensembl,-,0.062830564,0.96390393,0.927807859,6,3,1.36999649,11.03200631,1.631616181,6,24
NONHSAT179524.1,NONHSAT179524.1,PMID24108091,m121219_094927_00126_c100449542550000001523046302151307_s2_p0/43885/ccs.path1,0.043335333,0.9618994,0.9237988,6,3,0.166622004,15.99496617,1.125354053,0,24
NONHSAT179751.1,ENST00000623128,gencode,-,0.069783975,0.99555296,0.99332944,0,4,0.073844117,9.932755831,2.416247858,0,24
NONHSAT179832.1,ENST00000624074,gencode,-,0.044373953,0.982657495,0.96531499,6,3,0.137649801,15.62058665,1.152325479,6,24
NONHSAT179877.1,NONHSAT179877.1,PMID24108091,m121219_073256_00126_c100449542550000001523046302151306_s2_p0/17842/ccs.path1,0.084898175,0.985230172,0.970460345,6,3,0.638048591,8.164453257,2.204679166,0,24
NONHSAT179879.1,NONHSAT179879.1,refseq,NR_104201,0.16211636,0.986176862,0.972353724,0,3,0.479721247,4.275615236,2.80661363,0,12
NONHSAT180408.1,NONHSAT180408.1,PMID25116943,LCAT_00127886,0.097961954,0.96061375,0.921227501,6,3,0.217687018,7.075677373,2.543926051,0,24
NONHSAT180409.1,ENST00000617916,gencode,-,0.021713989,0.915936549,0.831873097,6,3,0.355125153,31.92168787,0.563879957,0,24
NONHSAT180420.1,NONHSAT180420.1,PMID24108091,m121218_111110_00126_c100418802550000001523036412191226_s2_p0/68143/ccs.path1,0.034737542,0.943978752,0.887957503,6,3,0.346801939,19.95383472,0.902082244,0,24
NONHSAT180469.1,NONHSAT180469.1,lncipedia,lnc-IGFL3-1-2_dup1,0.027913042,0.916732459,0.833464918,6,3,0.212240717,24.83237723,0.724860122,6,24
NONHSAT180521.1,NONHSAT180521.1,PMID24108091,m130127_103756_00126_c100456792550000001523064703201344_s1_p0/15955/ccs.path1,0.049134921,0.948505298,0.897010596,0,3,0.07938206,14.10701725,1.701280971,0,24
NONHSAT181480.1,NONHSAT181480.1,PMID24108091,m121219_073256_00126_c100449542550000001523046302151306_s2_p0/22189/ccs.path1,0.079397875,0.99636272,0.99272544,0,3,0.095244471,8.730046989,2.749126096,0,24
NONHSAT181517.1,ENST00000610331,gencode,-,0.126392348,0.958324526,0.937486789,0,4,0.046100762,5.484091351,4.376294716,0,24
NONHSAT181777.1,NONHSAT181777.1,PMID25116943,LCAT_00132620,0.108100705,0.885228485,0.77045697,0,3,0.005764225,6.412050524,1.871476208,0,12
NONHSAT181808.1,NONHSAT181808.1,PMID25116943,LCAT_00132764,0.079500769,0.940161852,0.910242778,0,4,0.008627297,8.718748154,2.752688755,0,24
NONHSAT181998.1,NONHSAT181998.1,PMID24108091,m121218_222657_00126_c100449542550000001523046302151302_s1_p0/59353/ccs.path1,0.050338438,0.987883086,0.975766172,0,3,0.100862485,13.76973958,0.871476177,0,12
NONHSAT181999.1,NONHSAT181999.1,PMID24108091,m130127_152334_00126_c100456792550000001523064703201346_s1_p0/3467/ccs.path1,0.051881352,0.875646067,0.751292134,6,3,0.080798347,13.36023754,1.347281435,6,24
NONHSAT182244.1,ENST00000608144,lncipedia,"lnc-EIF5B-2-1_dup1,lnc-EIF5B-2-1",0.032573489,0.992507015,0.98501403,6,3,0.111876105,21.27948826,0.845885004,6,24
NONHSAT182458.1,NONHSAT182458.1,PMID25116943,LCAT_00135317,0.084595532,0.972429219,0.958643829,0,4,0.05777938,8.19366185,2.929093297,0,24
NONHSAT183182.1,ENST00000431259,gencode,-,0.128797883,0.976385932,0.952771863,6,3,0.044825764,5.381665948,3.344689205,6,24
NONHSAT183311.1,NONHSAT183311.1,PMID24108091,m130128_004308_00126_c100457742550000001523064703201381_s1_p0/6002/ccs.path1,0.125711183,0.982921553,0.965843105,6,3,0.039360475,5.513806835,3.264532208,0,24
NONHSAT183315.1,NONHSAT183315.1,lncipedia,lnc-OBFC2A-12-1,0.084452424,0.999272841,0.998545681,6,3,0.014334367,8.207546296,2.193103682,0,24
NONHSAT183406.1,NONHSAT183406.1,PMID24035497,intronic620,0.051881352,0.875646067,0.751292134,6,3,0.328821131,13.36023749,1.347281439,6,24
NONHSAT183814.1,ENST00000440498,PMID24463510,-,0.049694676,0.99608041,0.99216082,6,3,0.323007515,13.94811748,1.29049673,6,24
NONHSAT183944.1,NONHSAT183944.1,lncipedia,lnc-FARP2-2-10,0.079993564,0.936083837,0.872167674,6,3,0.083008666,8.665036886,2.077313719,6,24
NONHSAT184966.1,ENST00000608509,lncipedia,"lnc-DUSP11-2-1_dup1,lnc-DUSP11-2-1",0.148092803,0.999639471,0.999278942,6,3,0.131899744,4.680491999,3.84574955,6,24
NONHSAT185200.1,NONHSAT185200.1,lncipedia,lnc-RNF149-2-1,0.080421577,0.997690014,0.995380028,6,3,0.121414029,8.618920546,2.08842858,6,24
NONHSAT185317.1,NONHSAT185317.1,lncipedia,lnc-EDAR-10-1,0.023384546,0.99221559,0.98443118,6,3,0.306251778,29.6412498,0.607261844,6,24
NONHSAT185881.1,NONHSAT185881.1,PMID24108091,m121219_051625_00126_c100449542550000001523046302151305_s1_p0/30100/ccs.path1,0.043335333,0.9618994,0.9237988,6,3,0.364955041,15.99496618,1.125354052,6,24
NONHSAT185968.1,ENST00000611493,ensembl,-,0.032573489,0.992507016,0.985014032,6,3,0.104529017,21.27948814,0.845885008,0,24
NONHSAT186083.1,NONHSAT186083.1,PMID25116943,LCAT_00146334,0.095790876,0.992087368,0.984174737,6,3,0.009121286,7.236045969,2.487546386,6,24
NONHSAT186407.1,NONHSAT186407.1,PMID24108091,m121219_073256_00126_c100449542550000001523046302151306_s2_p0/78568/ccs.path1,0.070403986,0.992002091,0.984004182,6,3,0.156367258,9.845283172,1.828286671,6,24
NONHSAT188352.1,ENST00000609745,lncipedia,lnc-SNPH-2-6,0.06569834,0.975329797,0.950659594,0,3,0.079778149,10.55045192,2.274784075,0,24
NONHSAT188378.1,ENST00000620777,gencode,-,0.026395643,0.910338779,0.820677559,0,3,0.184086503,26.25990927,0.456970353,0,12
NONHSAT188649.1,ENST00000611964,gencode,-,0.03257349,0.992507017,0.985014034,6,3,0.152580483,21.27948804,0.845885012,6,24
NONHSAT188716.1,NONHSAT188716.1,PMID24108091,m121212_202452_00126_c100418772550000001523036412191285_s2_p0/57696/ccs.path1,0.05670978,0.990553906,0.981107813,6,3,0.044447793,12.22270971,1.472668535,0,24
NONHSAT188832.1,NONHSAT188832.1,lncipedia,lnc-NCOA3-14-1_dup1,0.02856415,0.982015527,0.964031055,6,3,0.26429772,24.26633294,0.741768443,6,24
NONHSAT189111.1,NONHSAT189111.1,lncipedia,lnc-LSM14B-5-1,0.056480659,0.999763077,0.999526155,0,3,0.028283898,12.27229283,1.955624782,0,24
NONHSAT189427.1,NONHSAT189427.1,lncipedia,lnc-CRNKL1-5-2,0.117131054,0.911931658,0.823863316,6,3,0.037728173,5.917706348,3.041719028,6,24
NONHSAT189601.1,ENST00000624581,gencode,-,0.024137764,0.905508073,0.811016145,6,3,1.591358284,28.71629635,0.62682178,6,24
NONHSAT189605.1,NONHSAT189605.1,PMID24035497,intronic634,0.070399046,0.992011715,0.98402343,6,3,0.313092929,9.8459741,1.828158374,6,24
NONHSAT190662.1,ENST00000622961,ensembl,-,0.017279977,0.997919938,0.995839877,6,3,0.349349768,40.11273659,0.448735278,6,24
NONHSAT190898.1,NONHSAT190898.1,lncipedia,lnc-SON-1-1_dup1,0.05670978,0.990553907,0.981107813,6,3,0.103882305,12.22270971,1.472668535,6,24
NONHSAT190944.1,NONHSAT190944.1,PMID24463510,-,0.067470161,0.940401813,0.880803626,6,3,0.127352533,10.27338862,1.75209959,6,24
NONHSAT190950.1,NONHSAT190950.1,lncipedia,lnc-TTC3-4-1_dup1,0.064997757,0.995962806,0.991925612,6,3,0.538428629,10.66417076,1.687894952,6,24
NONHSAT191217.1,NONHSAT191217.1,PMID26117828,PNCT_HSA073975,0.065247439,0.93901074,0.878021479,6,3,0.069428937,10.62336225,1.694378821,6,24
NONHSAT191225.1,ENST00000630211,ensembl,-,0.05670978,0.990553907,0.981107814,6,3,0.101256068,12.22270982,1.472668522,0,24
NONHSAT192483.1,NONHSAT192483.1,lncipedia,lnc-RP4-695O20__B.10.1-1-3_dup1,0.03257349,0.992507018,0.985014036,6,3,0.039213013,21.27948797,0.845885015,6,24
NONHSAT192946.1,NONHSAT192946.1,PMID24108091,m121218_132759_00126_c100418802550000001523036412191227_s1_p0/80541/ccs.path1,0.044931395,0.969022332,0.938044665,6,3,2.963252169,15.42678963,1.166801417,6,24
NONHSAT193508.1,NONHSAT193508.1,lncipedia,lnc-C3orf19-4-1,0.084127197,0.918361128,0.836722256,0,3,0.163471056,8.239275816,1.456438681,0,12
NONHSAT193811.1,NONHSAT193811.1,PMID24463510,Locus_158098,0.033472362,0.951792571,0.927688857,0,4,0.865186493,20.70804523,1.158969847,0,24
NONHSAT193871.1,NONHSAT193871.1,PMID24108091,m121219_051625_00126_c100449542550000001523046302151305_s2_p0/17448/ccs.path1,0.07106591,0.886854102,0.830281153,0,4,2.93217031,9.753582019,2.460634457,0,24
NONHSAT193899.1,NONHSAT193899.1,PMID25116943,LCAT_00181076,0.175671529,0.975606596,0.951213192,0,3,0.006791283,3.945700159,3.041285327,0,12
NONHSAT194721.1,NONHSAT194721.1,PMID25116943,LCAT_00172683,0.099797497,0.920274173,0.840548346,6,3,0.022961825,6.945536691,2.591592385,6,24
NONHSAT195207.1,ENST00000627767,ensembl,-,0.045438748,0.926438633,0.852877267,0,3,0.07282679,15.25453967,1.573302147,0,24
NONHSAT195345.1,NONHSAT195345.1,PMID24108091,m121219_030035_00126_c100449542550000001523046302151304_s1_p0/66263/ccs.path1,0.050230567,0.91755653,0.835113061,6,3,0.622182047,13.79931026,1.304413022,6,24
NONHSAT195610.1,ENST00000631175,lncipedia,lnc-CX3CR1-2-2_dup1,0.050338438,0.987883088,0.975766175,0,3,0.037852459,13.76973943,0.871476186,0,12
NONHSAT195863.1,NONHSAT195863.1,PMID24108091,m121219_073256_00126_c100449542550000001523046302151306_s2_p0/68383/ccs.path1,0.017448829,0.943982237,0.887964474,6,3,11.77405343,39.72456797,0.453120095,6,24
NONHSAT196001.1,NONHSAT196001.1,PMID24108091,m121218_222657_00126_c100449542550000001523046302151302_s2_p0/37204/ccs.path1,0.073824563,0.97638083,0.95276166,6,3,0.048867359,9.389113178,1.917113966,6,24
NONHSAT196117.1,NONHSAT196117.1,lncipedia,lnc-ZNF80-3-1_dup1,0.032573489,0.992507017,0.985014033,6,3,0.055893409,21.2794882,0.845885006,6,24
NONHSAT198669.1,NONHSAT198669.1,PMID24463510,-,0.049134921,0.9485053,0.8970106,0,3,0.044202595,14.10701716,1.701280981,0,24
NONHSAT198713.1,NONHSAT198713.1,PMID25116943,LCAT_00185335,0.049161373,0.851149353,0.776724029,0,4,0.051287884,14.09942692,1.702196843,0,24
NONHSAT200164.1,NONHSAT200164.1,PMID25116943,LCAT_00189968,0.038286712,0.980698157,0.961396314,0,3,0.012737737,18.10411881,1.325665185,0,24
NONHSAT202555.1,NONHSAT202555.1,PMID24108091,m121213_010634_00126_c100418772550000001523036412191287_s2_p0/34156/ccs.path1,0.032573489,0.992507016,0.985014032,6,3,0.1179031,21.2794881,0.84588501,6,24
NONHSAT202678.1,NONHSAT202678.1,PMID24035497,intronic342,0.032573489,0.992507017,0.985014033,6,3,0.316897926,21.27948813,0.845885009,0,24
NONHSAT202740.1,NONHSAT202740.1,lncipedia,lnc-FCHO2-1-1,0.039581456,0.999902825,0.99980565,6,3,0.108451319,17.51191711,1.027871471,6,24
NONHSAT203252.1,ENST00000555438,gencode,-,0.118573213,0.859011171,0.718022343,6,3,0.018448102,5.845731614,3.079169758,6,24
NONHSAT203375.1,NONHSAT203375.1,PMID24108091,m130128_100622_00126_c100457742550000001523064703201385_s1_p0/16299/ccs.path1,0.036119925,0.99807679,0.99615358,6,3,3.447064238,19.19016126,0.937980654,6,24
NONHSAT203659.1,NONHSAT203659.1,PMID24108091,m121219_030035_00126_c100449542550000001523046302151304_s1_p0/52469/ccs.path1,0.029223979,0.948751423,0.897502846,6,3,1.167164014,23.71843941,0.758903218,6,24
NONHSAT204066.1,NONHSAT204066.1,PMID24108091,m121218_085412_00126_c100418802550000001523036412191225_s2_p0/19687/ccs.path1,0.03257349,0.992507018,0.985014036,6,3,0.073720465,21.27948791,0.845885018,6,24
NONHSAT204144.1,NONHSAT204144.1,PMID24108091,m130127_152334_00126_c100456792550000001523064703201346_s2_p0/10261/ccs.path1,0.053821867,0.916571104,0.833142209,6,3,1.084509171,12.87854203,1.397673739,6,24
NONHSAT204850.1,NONHSAT204850.1,PMID24108091,m121218_154352_00126_c100449542550000001523046302151300_s1_p0/15335/ccs.path1,0.020299143,0.976522673,0.953045346,6,3,15.22973345,34.14662235,0.527138521,6,24
NONHSAT204851.1,NONHSAT204851.1,PMID24108091,m121218_222657_00126_c100449542550000001523046302151302_s1_p0/6010/ccs.path1,0.047232903,0.997512049,0.995024097,6,3,0.154376962,14.67509159,1.226568154,6,24
NONHSAT204874.1,NONHSAT204874.1,PMID24108091,m121218_132759_00126_c100418802550000001523036412191227_s2_p0/80208/ccs.path1,0.017414037,0.992972836,0.985945672,6,3,2.381545224,39.80393452,0.452216602,6,24
NONHSAT206878.1,NONHSAT206878.1,PMID24108091,m121219_030035_00126_c100449542550000001523046302151304_s1_p0/62166/ccs.path1,0.068410779,0.97829973,0.967449595,0,4,0.06377855,10.13213405,2.368701388,0,24
NONHSAT206924.1,NONHSAT206924.1,PMID24108091,m121218_111110_00126_c100418802550000001523036412191226_s1_p0/29605/ccs.path1,0.076479718,0.901510621,0.803021242,6,3,0.12909184,9.063150288,1.986064385,6,24
NONHSAT206945.1,ENST00000605917,lncipedia,"lnc-SOX4-1-17_dup1,lnc-SOX4-1-17",0.031312756,0.918405299,0.836810598,6,3,0.076747813,22.13625611,0.813145634,6,24
NONHSAT207202.1,NONHSAT207202.1,PMID24108091,m121218_154352_00126_c100449542550000001523046302151300_s1_p0/74243/ccs.path1,0.110118722,0.941063823,0.882127646,6,3,0.204599494,6.294544355,2.859619217,6,24
NONHSAT207281.1,NONHSAT207281.1,PMID24108091,m121218_154352_00126_c100449542550000001523046302151300_s1_p0/79392/ccs.path1,0.051881351,0.875646065,0.751292131,6,3,0.031146582,13.36023769,1.34728142,6,24
NONHSAT208195.1,NONHSAT208195.1,PMID25116943,LCAT_00212047,0.129481436,0.995563692,0.991127385,6,3,0.025163701,5.353255288,3.362440054,6,24
