miRNA,have_motif,have_mean,no_motif,no_mean,D,p,fdr
hsa-miR-5689,199,6.705611039,23692,6.380610058,0.057786187,0.525113097,1
hsa-miR-569,7,11.42771284,23884,6.381838724,0,1,1
hsa-miR-5690,261,6.15608815,23630,6.38582696,0.039296757,0.820211143,1
hsa-miR-5691,1751,5.878816846,22140,6.423216883,0.031875836,0.073948481,1
hsa-miR-5692a,43,6.916989534,23848,6.382354895,0.133607811,0.427670637,1
hsa-miR-5692b,4,3.191625992,23887,6.383851617,0,1,1
hsa-miR-5692c,4,3.191625992,23887,6.383851617,0,1,1
hsa-miR-5693,1447,5.827249784,22444,6.41916769,0.032781151,0.107683831,1
hsa-miR-5694,374,6.29094638,23517,6.38478616,0.054646326,0.221585807,1
hsa-miR-5695,443,5.764729674,23448,6.395004045,0.06956828,0.029737098,1
hsa-miR-5696,28,5.937921645,23863,6.383839763,0.179095252,0.331036259,1
hsa-miR-5697,38,7.480044112,23853,6.381569966,0.133296705,0.510316985,1
hsa-miR-5699-3p,1613,6.034747134,22278,6.408554761,0.023438868,0.380397917,1
hsa-miR-5699-5p,523,6.226561266,23368,6.386825511,0.029088332,0.779667758,1
hsa-miR-5700,1,3.389267698,23890,6.383442479,0,1,1
hsa-miR-5701,18,7.339454302,23873,6.382596234,0.21795194,0.360014465,1
hsa-miR-5702,365,6.113496482,23526,6.387503352,0.052709273,0.270801691,1
hsa-miR-5703,1449,5.549589735,22442,6.437147962,0.055592796,0.000443825,1
hsa-miR-570-3p,30,5.792248865,23861,6.384060292,0.16944945,0.355864933,1
hsa-miR-5704,296,6.258092879,23595,6.384888094,0.036665034,0.826805941,1
hsa-miR-5705,586,6.070697145,23305,6.391177926,0.041270787,0.284523748,1
hsa-miR-570-5p,41,7.734811452,23850,6.380993829,0.234301785,0.022354901,1
hsa-miR-5706,509,5.783300898,23382,6.396378835,0.05161704,0.140620281,1
hsa-miR-5707,40,4.798764667,23851,6.385974571,0.159773175,0.259800848,1
hsa-miR-5708,217,5.475159829,23674,6.39164148,0.085366552,0.087077144,1
hsa-miR-571,620,5.450143555,23271,6.408179325,0.06144315,0.020927498,1
hsa-miR-572,1486,5.956211025,22405,6.411644744,0.03218272,0.111498086,1
hsa-miR-573,485,6.312901855,23406,6.38477624,0.024939592,0.929066016,1
hsa-miR-5739,1021,5.873211923,22870,6.406090105,0.046907166,0.027110859,1
hsa-miR-574-3p,342,6.676626957,23549,6.37905744,0.046236304,0.466966591,1
hsa-miR-574-5p,713,5.668730919,23178,6.405299203,0.073791319,0.001070191,1
hsa-miR-575,1004,6.234487837,22887,6.389845952,0.020516788,0.812910761,1
hsa-miR-576-3p,81,5.081447137,23810,6.387746025,0.100956129,0.3830558,1
hsa-miR-576-5p,32,8.107424249,23859,6.381004757,0.158946833,0.394757253,1
hsa-miR-577,8,3.613856924,23883,6.384244828,0,1,1
hsa-miR-578,554,6.437924039,23337,6.382020832,0.027919053,0.79282917,1
hsa-miR-579-3p,42,4.392644895,23849,6.386822885,0.223300767,0.030561794,1
hsa-miR-579-5p,318,5.629952444,23573,6.393480049,0.078259639,0.042841732,1
hsa-miR-580-3p,41,5.464307799,23850,6.384897,0.119421179,0.603636472,1
hsa-miR-580-5p,25,6.122065879,23866,6.383590817,0.292933881,0.027518998,1
hsa-miR-581,241,6.09829758,23650,6.38622158,0.033049047,0.956854215,1
hsa-miR-582-3p,80,6.310255682,23811,6.383562623,0.074543278,0.767438585,1
hsa-miR-582-5p,49,6.792425139,23842,6.382476355,0.105348305,0.649616723,1
hsa-miR-583,389,6.040874393,23502,6.38898519,0.029852953,0.884758547,1
hsa-miR-584-3p,1974,6.076437996,21917,6.410956859,0.030780537,0.064678544,1
hsa-miR-584-5p,181,5.900480191,23710,6.387003086,0.069217595,0.355653124,1
hsa-miR-585-3p,191,5.976274738,23700,6.386597536,0.064874412,0.402482994,1
hsa-miR-585-5p,205,6.038483595,23686,6.386301653,0.043255355,0.841485061,1
hsa-miR-586,48,5.937757579,23843,6.384214139,0.145475961,0.262703885,1
hsa-miR-587,300,5.191091812,23591,6.398478341,0.086622723,0.023460921,1
hsa-miR-588,2239,5.980775935,21652,6.42494332,0.038185143,0.005383963,1
hsa-miR-589-3p,758,6.151541407,23133,6.390911758,0.021932882,0.871874417,1
hsa-miR-589-5p,719,5.936420691,23172,6.397183826,0.038500617,0.252517482,1
hsa-miR-590-5p,16,6.968815759,23875,6.382924776,0.190387435,0.608189205,1
hsa-miR-591,355,6.329587028,23536,6.384127578,0.06609186,0.094208137,1
hsa-miR-592,102,6.907641432,23789,6.381069009,0.095539708,0.31199268,1
hsa-miR-593-3p,1492,5.664402367,22399,6.43120415,0.039398123,0.026006766,1
hsa-miR-593-5p,3228,6.048291653,20663,6.435655259,0.03441146,0.00268845,1
hsa-miR-595,340,5.71961307,23551,6.392898885,0.062620795,0.144307573,1
hsa-miR-596,2489,6.039119812,21402,6.423346457,0.028197595,0.057696833,1
hsa-miR-597-5p,545,5.972067591,23346,6.392917555,0.043175461,0.273937035,1
hsa-miR-598-3p,255,5.646237587,23636,6.391269229,0.047507458,0.619472545,1
hsa-miR-598-5p,856,5.771105283,23035,6.406067461,0.038389367,0.175488895,1
hsa-miR-599,12,5.398628455,23879,6.383811991,0.245334115,0.46585347,1
hsa-miR-600,143,6.766227062,23748,6.381011437,0.045182458,0.933723976,1
hsa-miR-601,562,5.934020128,23329,6.394140802,0.043332653,0.254150668,1
hsa-miR-602,1069,6.289384395,22822,6.387717035,0.019913006,0.81284081,1
hsa-miR-603,350,5.9518564,23541,6.389731972,0.098219277,0.002577741,1
hsa-miR-605-3p,293,6.326839536,23598,6.384018396,0.04477877,0.607385003,1
hsa-miR-605-5p,444,6.53006321,23447,6.380538321,0.073401791,0.018273097,1
hsa-miR-606,1,3.5610085,23890,6.38343529,0,1,1
hsa-miR-6068,1175,5.958688725,22716,6.405281336,0.03314181,0.171747124,1
hsa-miR-6069,792,5.592543725,23099,6.410430558,0.0631722,0.004433308,1
hsa-miR-607,15,6.883746223,23876,6.38300276,0.113653878,0.990258858,1
hsa-miR-6070,771,5.789105563,23120,6.403132772,0.044543161,0.103547031,1
hsa-miR-6071,2417,6.044952453,21474,6.421401695,0.029174517,0.049534443,1
hsa-miR-6072,1979,6.186076135,21912,6.401131134,0.022817417,0.301129258,1
hsa-miR-6073,145,6.763031345,23746,6.380998507,0.051255674,0.843364751,1
hsa-miR-6074,135,6.090456857,23756,6.384981411,0.038139604,0.989770058,1
hsa-miR-6075,2297,5.883120937,21594,6.436524094,0.030686784,0.040074995,1
hsa-miR-6076,513,6.323469454,23378,6.384630433,0.042447399,0.326229312,1
hsa-miR-6078,580,5.72893099,23311,6.399598906,0.053516913,0.07819366,1
hsa-miR-6079,1434,6.053078529,22457,6.404404661,0.038637082,0.035746745,1
hsa-miR-6080,189,5.744550282,23702,6.388410686,0.080222954,0.178882128,1
hsa-miR-6082,20,7.492449252,23871,6.382387881,0.196288383,0.42459265,1
hsa-miR-6083,46,6.36148067,23845,6.383359277,0.112480057,0.606768905,1
hsa-miR-6084,1756,6.18361901,22135,6.39915948,0.018307929,0.646625139,1
hsa-miR-6086,2028,5.721664082,21863,6.444691731,0.047031514,0.000543758,1
hsa-miR-6088,1347,5.822217801,22544,6.416842739,0.044458501,0.013148065,1
hsa-miR-6089,2897,6.186680719,20994,6.410451369,0.030105977,0.019810011,1
hsa-miR-609,200,6.064205597,23691,6.3860111,0.040518762,0.900636673,1
hsa-miR-610,117,6.102899215,23774,6.384697185,0.055813325,0.861311817,1
hsa-miR-611,1310,5.617797402,22581,6.427727536,0.049713314,0.004396656,1
hsa-miR-6124,615,5.572598636,23276,6.40473801,0.067296717,0.008791753,1
hsa-miR-6126,1662,6.058984638,22229,6.407566585,0.048489362,0.001389775,1
hsa-miR-6128,89,6.922068051,23802,6.381302665,0.093554597,0.419569875,1
hsa-miR-613,115,5.815643132,23776,6.386062884,0.075617356,0.529649019,1
hsa-miR-6130,1111,5.792782844,22780,6.412118013,0.047735313,0.016009329,1
hsa-miR-6131,2433,6.030321643,21458,6.423341296,0.030434012,0.034912723,1
hsa-miR-614,520,6.129622856,23371,6.388961799,0.029499248,0.767905784,1
hsa-miR-615-3p,1942,5.876700183,21949,6.428141525,0.033407892,0.037277043,1
hsa-miR-616-3p,729,6.103955897,23162,6.392109759,0.042857969,0.149029313,1
hsa-miR-6165,3692,5.933285914,20199,6.465574458,0.03420598,0.001344993,1
hsa-miR-616-5p,87,7.30678816,23804,6.379942006,0.096762932,0.391492826,1
hsa-miR-617,839,5.814880857,23052,6.404005945,0.038418039,0.183179997,1
hsa-miR-618,109,6.696434082,23782,6.381882044,0.082338504,0.453733976,1
hsa-miR-619-3p,1825,5.884266961,22066,6.42459181,0.028789174,0.122312889,1
hsa-miR-619-5p,1814,5.931934031,22077,6.420405932,0.045719605,0.001809704,1
hsa-miR-620,15,7.39610882,23876,6.38268087,0.249461105,0.30842903,1
hsa-miR-621,156,6.125201349,23735,6.385013637,0.094756202,0.123666891,1
hsa-miR-622,1433,5.807795793,22458,6.420040017,0.038051676,0.040448628,1
hsa-miR-624-3p,117,6.617774106,23774,6.382163309,0.078357884,0.472193482,1
hsa-miR-624-5p,336,5.838320161,23555,6.391091255,0.051341718,0.346938694,1
hsa-miR-625-3p,23,7.786354441,23868,6.381965139,0.107223789,0.954292874,1
hsa-miR-625-5p,558,5.359474319,23333,6.407801972,0.078503963,0.002420017,1
hsa-miR-626,170,5.613028664,23721,6.388837537,0.102246458,0.05865628,1
hsa-miR-627-3p,71,5.404216925,23820,6.386235545,0.122424049,0.239190522,1
hsa-miR-627-5p,238,5.64767507,23653,6.390719292,0.089375555,0.046362218,1
hsa-miR-628-3p,78,5.089842472,23813,6.387553957,0.145604588,0.074020418,1
hsa-miR-628-5p,264,5.630777404,23627,6.391725773,0.074615938,0.109241722,1
hsa-miR-629-3p,1333,6.096373739,22558,6.400273246,0.022132129,0.568425765,1
hsa-miR-629-5p,132,5.725070078,23759,6.386974234,0.068062246,0.577308999,1
hsa-miR-630,201,6.423338927,23690,6.382977584,0.051990155,0.654172913,1
hsa-miR-631,1452,5.70465813,22439,6.42723234,0.038223862,0.037182405,1
hsa-miR-633,0,NaN,23891,6.383317152,0,1,1
hsa-miR-634,1093,6.669747402,22798,6.369584883,0.040896711,0.06106674,1
hsa-miR-635,1071,5.611733401,22820,6.419529518,0.051898919,0.00808546,1
hsa-miR-636,1035,6.345735515,22856,6.385018981,0.020441318,0.802427213,1
hsa-miR-638,793,6.094372266,23098,6.393237201,0.035535795,0.287630947,1
hsa-miR-639,1937,5.896841868,21954,6.426238835,0.043986584,0.002040347,1
hsa-miR-640,683,5.895200408,23208,6.397682187,0.043848034,0.155893065,1
hsa-miR-641,151,6.021716391,23740,6.38561714,0.075615805,0.357538956,1
hsa-miR-642a-3p,391,6.177976417,23500,6.386733672,0.043648365,0.456252574,1
hsa-miR-642a-5p,1450,5.961155935,22441,6.410594625,0.031000186,0.145871477,1
hsa-miR-642b-3p,473,6.234051494,23418,6.386332041,0.030766164,0.772461687,1
hsa-miR-642b-5p,651,5.916092256,23240,6.396405078,0.050908241,0.075073583,1
hsa-miR-643,170,6.443037894,23721,6.382889155,0.038048937,0.967456566,1
hsa-miR-644a,415,5.896528904,23476,6.391922414,0.067811166,0.047019033,1
hsa-miR-645,348,5.635025613,23543,6.394377996,0.068080245,0.083255578,1
hsa-miR-646,2763,6.024491392,21128,6.43024235,0.036126593,0.003396811,1
hsa-miR-647,1989,5.707419782,21902,6.444697842,0.046716694,0.000699006,1
hsa-miR-648,415,5.329520765,23476,6.401945773,0.092628308,0.001827963,1
hsa-miR-649,150,6.616262496,23741,6.381845361,0.0631063,0.592859112,1
hsa-miR-6499-3p,625,5.778911887,23266,6.399553432,0.05545885,0.047316586,1
hsa-miR-6499-5p,1585,6.099773758,22306,6.403464928,0.025616907,0.285950762,1
hsa-miR-6500-3p,524,5.545593551,23367,6.402102926,0.078274411,0.003746265,1
hsa-miR-6500-5p,388,5.838042635,23503,6.392318833,0.056639731,0.172644341,1
hsa-miR-6501-3p,2239,6.287762906,21652,6.39319827,0.024402384,0.178314712,1
hsa-miR-6501-5p,1304,6.081718989,22587,6.400729115,0.031230232,0.180430976,1
hsa-miR-6502-3p,179,6.388911072,23712,6.383274924,0.059092254,0.564388388,1
hsa-miR-6502-5p,70,7.650297481,23821,6.379594025,0.125683221,0.220205887,1
hsa-miR-6503-3p,278,5.684382659,23613,6.391545831,0.060596879,0.265253304,1
hsa-miR-6503-5p,1040,5.994006092,22851,6.401035567,0.039248324,0.093333772,1
hsa-miR-6504-3p,42,5.040270082,23849,6.385682366,0.137203517,0.408949088,1
hsa-miR-6505-3p,333,5.720937855,23558,6.392680099,0.054700851,0.279566402,1
hsa-miR-6505-5p,306,6.075123023,23585,6.38731577,0.053619712,0.35017935,1
hsa-miR-6506-3p,72,5.436062337,23819,6.386180511,0.087388803,0.643344227,1
hsa-miR-6506-5p,1488,6.114750318,22403,6.401155274,0.032017481,0.114430803,1
hsa-miR-6507-3p,282,6.104082019,23609,6.386652503,0.03926649,0.783455451,1
hsa-miR-6507-5p,76,7.109329141,23815,6.381000255,0.153311712,0.056801546,1
hsa-miR-6508-3p,1150,5.992460988,22741,6.403082536,0.02542682,0.478697479,1
hsa-miR-6508-5p,31,4.996688067,23860,6.385118724,0.122586053,0.740810822,1
hsa-miR-6509-3p,825,6.278846163,23066,6.387053759,0.030383642,0.453992975,1
hsa-miR-6509-5p,79,6.070667292,23812,6.384354416,0.140690685,0.088564028,1
hsa-miR-6510-3p,374,5.694123628,23517,6.394277665,0.060225292,0.138377041,1
hsa-miR-6511a-3p,1370,5.732575574,22521,6.422903137,0.055667978,0.000668152,1
hsa-miR-6511b-3p,1492,6.037420236,22399,6.406357386,0.037726454,0.037301893,1
hsa-miR-6512-5p,68,6.465939761,23823,6.383081315,0.105259129,0.440232696,1
hsa-miR-6513-3p,193,5.241341451,23698,6.39261757,0.085089929,0.125020877,1
hsa-miR-6513-5p,373,6.124264597,23518,6.387425775,0.032355914,0.836746577,1
hsa-miR-651-3p,29,4.403113849,23862,6.385723736,0.377800225,0.000512957,1
hsa-miR-6514-3p,1039,5.881860945,22852,6.406116601,0.036265456,0.146410227,1
hsa-miR-6514-5p,1030,6.100463498,22861,6.396061094,0.051140854,0.011536109,1
hsa-miR-6515-3p,818,6.257273677,23073,6.387785733,0.029605196,0.492893676,1
hsa-miR-651-5p,38,3.67435885,23853,6.387632769,0.268019911,0.008586153,1
hsa-miR-6516-3p,23,5.553696954,23868,6.384116602,0.11999694,0.895310755,1
hsa-miR-6516-5p,506,6.058610705,23385,6.390343086,0.031001174,0.727927506,1
hsa-miR-652-3p,608,5.872257975,23283,6.396662682,0.054362286,0.060263961,1
hsa-miR-652-5p,170,7.080760683,23721,6.378318822,0.08404417,0.184130545,1
hsa-miR-6529-3p,962,6.076386402,22929,6.396194617,0.040484098,0.096969764,1
hsa-miR-6529-5p,623,5.82738732,23268,6.398202157,0.073411813,0.002889111,1
hsa-miR-653-3p,808,6.116152446,23083,6.392669016,0.028226111,0.562710672,1
hsa-miR-653-5p,37,6.707690516,23854,6.382814016,0.140223522,0.461854161,1
hsa-miR-654-3p,394,6.185877981,23497,6.386627832,0.053638773,0.214836611,1
hsa-miR-655-3p,5,6.65839776,23886,6.38325957,0,1,1
hsa-miR-655-5p,66,5.177809651,23825,6.386656648,0.123950523,0.264058881,1
hsa-miR-656-3p,0,NaN,23891,6.383317152,0,1,1
hsa-miR-656-5p,1160,5.763182802,22731,6.414963619,0.050650714,0.006944461,1
hsa-miR-657,1556,5.85533447,22335,6.420099827,0.041933505,0.012002349,1
hsa-miR-658,2350,5.760741638,21541,6.451236583,0.044415805,0.000468105,1
hsa-miR-659-3p,809,5.637322846,23082,6.409463474,0.052443168,0.027156668,1
hsa-miR-659-5p,681,5.966406718,23210,6.395549638,0.02716821,0.713226342,1
hsa-miR-660-5p,281,6.257189755,23610,6.384818287,0.056591166,0.336109445,1
hsa-miR-662,1336,6.105321719,22555,6.399783652,0.031745852,0.157300995,1
hsa-miR-664a-3p,44,5.87606148,23847,6.384253087,0.096579711,0.807251438,1
hsa-miR-664a-5p,566,5.893215207,23325,6.395209872,0.046352243,0.185968875,1
hsa-miR-664b-3p,164,5.658010038,23727,6.388330444,0.099580647,0.079092627,1
hsa-miR-664b-5p,442,5.776227274,23449,6.394760443,0.051607619,0.198162278,1
hsa-miR-668-3p,1221,6.374529369,22670,6.38379046,0.021315553,0.668400493,1
hsa-miR-668-5p,1563,5.949570889,22328,6.413680168,0.039985513,0.018725797,1
hsa-miR-670-3p,736,6.246054658,23155,6.387680149,0.025592592,0.738447382,1
hsa-miR-670-5p,1780,5.859083099,22111,6.425519523,0.039266616,0.012438752,1
hsa-miR-671-3p,1190,6.034586997,22701,6.401597795,0.046744766,0.014288588,1
hsa-miR-6715a-3p,733,5.876439409,23158,6.399360912,0.043686782,0.132759635,1
hsa-miR-6715b-3p,557,5.981434611,23334,6.392910388,0.039070979,0.37732885,1
hsa-miR-671-5p,3477,5.913750039,20414,6.463295836,0.037627017,0.000444122,1
hsa-miR-6716-3p,264,6.531530873,23627,6.381661063,0.03595046,0.888530648,1
hsa-miR-6717-5p,1563,5.855405465,22328,6.420271916,0.034961396,0.056257807,1
hsa-miR-6718-5p,786,6.083861641,23105,6.393504213,0.031745054,0.427822006,1
hsa-miR-6719-3p,579,6.134409221,23312,6.389499277,0.063278284,0.02168192,1
hsa-miR-6720-3p,1430,5.733935378,22461,6.424660634,0.052277654,0.001287239,1
hsa-miR-6720-5p,5047,6.047388214,18844,6.473289204,0.029421801,0.002031912,1
hsa-miR-6722-5p,676,6.064771135,23215,6.392592927,0.045920435,0.125258624,1
hsa-miR-6726-3p,1138,5.796014735,22753,6.412691307,0.043540329,0.032840817,1
hsa-miR-6727-3p,2092,6.046920866,21799,6.415600332,0.021061384,0.365493842,1
hsa-miR-6728-3p,2648,5.987927016,21243,6.43260365,0.028672889,0.041656378,1
hsa-miR-6728-5p,2504,5.863009737,21387,6.444234989,0.042068343,0.00071672,1
hsa-miR-6729-3p,1702,5.968942338,22189,6.415101637,0.034685648,0.044581156,1
hsa-miR-6730-3p,888,5.807778285,23003,6.405535059,0.047629706,0.041331851,1
hsa-miR-6730-5p,842,5.884941286,23049,6.401523256,0.044439508,0.080831265,1
hsa-miR-6731-3p,110,5.559943265,23781,6.387125702,0.078269512,0.513552866,1
hsa-miR-6732-3p,425,5.516008917,23466,6.39902524,0.071170505,0.029137763,1
hsa-miR-6733-3p,963,6.098280022,22928,6.39528901,0.033561607,0.248886341,1
hsa-miR-6733-5p,284,5.59621862,23607,6.392786207,0.064059986,0.199680895,1
hsa-miR-6734-3p,2149,5.835973732,21742,6.437417097,0.042495244,0.00171177,1
hsa-miR-6735-3p,1921,5.669558405,21970,6.445726372,0.047101047,0.000788787,1
hsa-miR-6736-3p,5233,6.213710903,18658,6.430886533,0.02036836,0.067349584,1
hsa-miR-6737-3p,1025,6.05188387,22866,6.398174106,0.023976508,0.625524973,1
hsa-miR-6738-3p,2134,6.11724194,21757,6.409414707,0.021533666,0.328373483,1
hsa-miR-6739-3p,253,6.263671633,23638,6.384597731,0.057799845,0.373052885,1
hsa-miR-6739-5p,99,5.292089876,23792,6.387857817,0.080419613,0.546576065,1
hsa-miR-6740-3p,840,5.873762672,23051,6.401885794,0.039386216,0.161719527,1
hsa-miR-6741-3p,966,5.536785537,22925,6.418987797,0.054392869,0.008298176,1
hsa-miR-6742-3p,1689,5.765607629,22202,6.430308927,0.049517032,0.000908293,1
hsa-miR-6743-3p,2632,6.049390361,21259,6.424659422,0.026363302,0.077115002,1
hsa-miR-6743-5p,3537,5.972672897,20354,6.454676528,0.032389749,0.003590541,1
hsa-miR-6744-5p,1281,6.082858521,22610,6.400340041,0.034051619,0.120216762,1
hsa-miR-6746-3p,2509,6.233954504,21382,6.400843618,0.013884484,0.779610977,1
hsa-miR-6746-5p,1397,6.041308351,22494,6.404557763,0.038145001,0.043520249,1
hsa-miR-6747-5p,1593,5.60834018,22298,6.43868258,0.041330363,0.01244679,1
hsa-miR-6748-3p,2073,5.892100351,21818,6.429989277,0.032615542,0.03562966,1
hsa-miR-6749-3p,4098,6.103945465,19793,6.441159075,0.0243678,0.035480283,1
hsa-miR-6749-5p,2260,5.991017893,21631,6.424304454,0.034860265,0.013840953,1
hsa-miR-6750-3p,240,6.55810939,23651,6.381543437,0.037074895,0.899659197,1
hsa-miR-6751-3p,1839,5.856227505,22052,6.427273159,0.039668091,0.009572094,1
hsa-miR-6752-3p,2127,5.741945295,21764,6.44599855,0.045808514,0.000587993,1
hsa-miR-6753-3p,1582,6.026557737,22309,6.408616063,0.034354959,0.061178768,1
hsa-miR-675-3p,111,6.35357553,23780,6.38345598,0.128737148,0.051352702,1
hsa-miR-6754-3p,2969,6.181209953,20922,6.411997789,0.015316107,0.575380818,1
hsa-miR-6755-3p,228,6.165467308,23663,6.3854162,0.050604578,0.609592876,1
hsa-miR-6755-5p,296,5.536180277,23595,6.39394451,0.075310705,0.072588523,1
hsa-miR-6756-3p,2193,5.985190045,21698,6.42355555,0.026837123,0.113494018,1
hsa-miR-6757-5p,2384,5.906241579,21507,6.436199849,0.037601442,0.004628677,1
hsa-miR-6758-3p,566,5.899442706,23325,6.395058757,0.055586713,0.065758219,1
hsa-miR-6759-3p,291,6.184925487,23600,6.385763422,0.094888607,0.011296474,1
hsa-miR-6760-3p,1435,6.095482368,22456,6.401710584,0.035775761,0.06331863,1
hsa-miR-6761-3p,110,5.327381338,23781,6.388201427,0.077284004,0.53006545,1
hsa-miR-6763-3p,2078,5.938883597,21813,6.4256558,0.037310798,0.010161137,1
hsa-miR-676-3p,156,5.352245894,23735,6.390093942,0.104164033,0.069249777,1
hsa-miR-6764-3p,1135,6.305189451,22756,6.387213924,0.025029483,0.507272649,1
hsa-miR-6765-3p,3988,5.977145618,19903,6.464702475,0.027928848,0.011223072,1
hsa-miR-6765-5p,1840,6.096626547,22051,6.407239456,0.030710354,0.081242092,1
hsa-miR-676-5p,393,6.094662744,23498,6.388144847,0.025303437,0.965535218,1
hsa-miR-6766-3p,131,5.791919147,23760,6.386577806,0.112482972,0.074002181,1
hsa-miR-6767-3p,1014,6.03378927,22877,6.398809624,0.026365766,0.509488586,1
hsa-miR-6767-5p,848,6.220647535,23043,6.389303518,0.03732199,0.204643405,1
hsa-miR-6768-3p,1279,6.312244181,22612,6.387337245,0.035534454,0.094041365,1
hsa-miR-6768-5p,2567,6.129535654,21324,6.41386757,0.032645729,0.015138935,1
hsa-miR-6769a-3p,2114,6.184124711,21777,6.402653738,0.022533191,0.281855169,1
hsa-miR-6769b-3p,1263,5.941829584,22628,6.407959135,0.047586311,0.00887531,1
hsa-miR-6770-3p,2418,5.917452824,21473,6.435776517,0.043619265,0.000512211,1
hsa-miR-6771-3p,294,6.734910865,23597,6.378936572,0.056856501,0.304893857,1
hsa-miR-6771-5p,1381,5.763075005,22510,6.421369325,0.045892549,0.008331439,1
hsa-miR-6772-3p,3752,6.053092543,20139,6.444839707,0.02789225,0.014581993,1
hsa-miR-6772-5p,1027,5.72744443,22864,6.412777495,0.05056128,0.013140375,1
hsa-miR-6773-3p,1259,6.270633886,22632,6.389585632,0.027587127,0.324174686,1
hsa-miR-6774-3p,962,5.806641494,22929,6.407511927,0.039857468,0.10641269,1
hsa-miR-6776-3p,669,6.267526149,23222,6.386652962,0.027176307,0.72284695,1
hsa-miR-6777-3p,1575,6.1557135,22316,6.399380772,0.018679373,0.683683873,1
hsa-miR-6778-3p,2408,5.761878612,21483,6.452973346,0.041562203,0.001127687,1
hsa-miR-6779-3p,1245,5.776606987,22646,6.416672012,0.044098038,0.020309478,1
hsa-miR-6780a-3p,2202,6.016518981,21689,6.420556747,0.033151513,0.024702614,1
hsa-miR-6780b-3p,667,5.8853187,23224,6.397619812,0.035829915,0.375914626,1
hsa-miR-6781-3p,2021,6.005691518,21870,6.418213421,0.032581737,0.039370057,1
hsa-miR-6782-3p,538,5.651480106,23353,6.400177013,0.061161832,0.039113475,1
hsa-miR-6783-5p,1130,5.459969234,22761,6.429157983,0.061373223,0.00060101,1
hsa-miR-6784-3p,1218,6.204918281,22673,6.39290079,0.019317625,0.781449381,1
hsa-miR-6784-5p,3475,5.909155093,20416,6.464024105,0.034612731,0.001625163,1
hsa-miR-6785-3p,414,6.092514006,23477,6.388445256,0.035758196,0.675647633,1
hsa-miR-6786-3p,919,6.458787264,22972,6.380297953,0.018994264,0.907379102,1
hsa-miR-6787-3p,2758,6.141206689,21133,6.414914212,0.024846146,0.098365004,1
hsa-miR-6788-3p,606,6.154228913,23285,6.389279251,0.025200929,0.847374419,1
hsa-miR-6788-5p,1958,5.810240342,21933,6.434476793,0.047692627,0.00056193,1
hsa-miR-6789-3p,2215,6.323862987,21676,6.38939258,0.030148583,0.051811404,1
hsa-miR-6790-3p,678,6.45093146,23213,6.381342289,0.035819619,0.366569865,1
hsa-miR-6790-5p,1141,5.753678476,22750,6.414895953,0.060178521,0.00076447,1
hsa-miR-6792-3p,5299,6.309739286,18592,6.404287952,0.014363644,0.36259329,1
hsa-miR-6792-5p,742,6.325814111,23149,6.38516031,0.032743172,0.423880286,1
hsa-miR-6793-3p,905,6.331611747,22986,6.385352887,0.02904665,0.454588032,1
hsa-miR-6793-5p,1437,5.763932329,22454,6.422956236,0.046807797,0.005380595,1
hsa-miR-6794-3p,730,5.939470346,23161,6.397306538,0.037482767,0.273117523,1
hsa-miR-6795-3p,1119,6.146735311,22772,6.394942617,0.035266017,0.140827756,1
hsa-miR-6796-3p,806,5.505016448,23085,6.413982535,0.061953424,0.005065316,1
hsa-miR-6797-3p,259,5.604458328,23632,6.391853223,0.067804306,0.189502258,1
hsa-miR-6798-3p,245,5.919506972,23646,6.388122764,0.057771172,0.393267825,1
hsa-miR-6800-3p,1187,5.890109534,22704,6.409102804,0.040035402,0.053775086,1
hsa-miR-6800-5p,1047,6.350258983,22844,6.384832294,0.026226804,0.496462228,1
hsa-miR-6801-3p,2438,5.935172335,21453,6.434246023,0.035247513,0.008681635,1
hsa-miR-6801-5p,1430,5.793861542,22461,6.42084538,0.048448546,0.00363116,1
hsa-miR-6802-3p,865,6.420183047,23026,6.381932239,0.022800714,0.778986827,1
hsa-miR-6802-5p,887,5.899908976,23004,6.401956652,0.052947412,0.016647544,1
hsa-miR-6803-3p,1229,6.023338182,22662,6.402839443,0.024330704,0.495039908,1
hsa-miR-6804-3p,1429,5.771988133,22462,6.422209021,0.053637248,0.000878422,1
hsa-miR-6805-3p,1748,5.757037062,22143,6.432756596,0.038901369,0.014841602,1
hsa-miR-6806-3p,1310,5.768417011,22581,6.418989584,0.05405453,0.001440955,1
hsa-miR-6806-5p,1944,5.966548929,21947,6.420233242,0.039438633,0.007733492,1
hsa-miR-6807-3p,1189,6.226597004,22702,6.391525251,0.021896197,0.650775735,1
hsa-miR-6807-5p,2059,5.917387553,21832,6.427259487,0.036910788,0.011870232,1
hsa-miR-6808-3p,739,5.937029418,23152,6.397562428,0.045094699,0.108652023,1
hsa-miR-6809-3p,1228,6.153622503,22663,6.395763211,0.024201906,0.502446721,1
hsa-miR-6809-5p,650,5.828388628,23241,6.398837291,0.055724267,0.039408053,1
hsa-miR-6810-3p,2658,5.976333006,21233,6.434264445,0.034746994,0.006663732,1
hsa-miR-6811-3p,1881,6.041730752,22010,6.41250952,0.031938868,0.058290384,1
hsa-miR-6812-3p,615,6.138220202,23276,6.38979312,0.040656694,0.275224012,1
hsa-miR-6813-3p,721,6.235052574,23170,6.387930823,0.02829655,0.630113053,1
